000,00001000,C5,160,140.
407,00011000,C1,160,180.
419,00011000,C1,160,180.
432,00011000,C1,160,180.
444,00011000,C1,160,180.
456,00011000,C1,160,180.
468,00011000,C1,160,180.
481,00011000,C1,160,180.
493,00011000,C1,160,180.
505,00011000,C1,160,180.
518,00011000,C1,160,180.
530,00011000,C1,160,180.
542,00001000,C5,160,150.
555,00001000,C5,160,150.
567,00001000,C5,160,150.
579,00001000,C5,160,150.
591,00001000,C5,160,150.
604,00001000,C5,160,150.
616,00001000,C5,160,150.
628,00001000,C5,160,150.
643,00001000,C5,160,150.
655,00001000,C5,160,150.
667,00001000,C5,160,150.
679,00001000,C5,160,150.
692,00001000,C5,160,150.
704,00001000,C5,160,150.
716,00001000,C5,160,150.
729,00001000,C5,160,150.
741,00001000,C5,160,150.
760,00001000,C5,160,150.
773,00001000,C5,160,150.
785,00001000,C5,160,150.
797,00001000,C5,160,150.
809,00001000,C5,160,150.
823,00001000,C5,160,150.
835,00001000,C5,160,150.
847,00001000,C5,160,150.
860,00001000,C5,160,150.
872,00001000,C5,160,150.
884,00001000,C5,160,150.
900,00001000,C5,160,150.
912,00001000,C5,160,150.
924,00001000,C5,160,150.
936,00001000,C5,160,150.
949,00001000,C5,160,150.
961,00001000,C5,160,150.
973,00001000,C5,160,150.
986,00001000,C5,160,150.
998,00001000,C5,160,150.
1010,00001000,C5,160,150.
1022,00001000,C5,160,150.
1035,00001000,C5,160,150.
1047,00001000,C5,160,150.
1059,00001000,C5,160,150.
1072,00001000,C5,160,150.
1084,00001000,C5,160,150.
1096,00001000,C5,160,150.
1108,00001000,C5,160,150.
1121,00001000,C5,160,150.
1136,00001000,C5,160,150.
1157,00001000,C5,160,150.
1169,00001000,C5,160,150.
1181,00001000,C5,160,150.
1193,00001000,C5,160,150.
1206,00001000,C5,160,150.
1218,00001000,C5,160,150.
1230,00001000,C5,160,150.
1244,00001000,C5,160,150.
1256,00001000,C5,160,150.
1268,00001000,C5,160,150.
1281,00001000,C5,160,150.
1293,00001000,C5,160,150.
1305,00001000,C5,160,150.
1317,00001000,C5,160,150.
1330,00001000,C5,160,150.
1342,00001000,C5,160,150.
1354,00001000,C5,160,150.
1367,00001000,C5,160,150.
1382,00001000,C5,160,150.
1394,00001000,C5,160,150.
1406,00001000,C5,160,150.
1419,00001000,C5,160,150.
1431,00001000,C5,160,150.
1443,00001000,C5,160,150.
1457,00001000,C5,160,150.
1469,00001000,C5,160,150.
1481,00001000,C5,160,150.
1494,00001000,C5,160,150.
1506,00001000,C5,160,150.
1518,00001000,C5,160,150.
1530,00001000,C5,160,150.
1550,00001000,C5,160,150.
1563,00001000,C5,160,150.
1575,00001000,C5,160,150.
1588,00001000,C5,160,150.
1600,00001000,C5,160,150.
1612,00001000,C5,160,150.
1628,00001000,C5,160,150.
1640,00001000,C5,160,150.
1652,00001000,C5,160,150.
1665,00001000,C5,160,150.
1677,00001000,C5,160,150.
1689,00001000,C5,160,150.
1701,00001000,C5,160,150.
1714,00001000,C5,160,150.
1726,00001000,C5,160,150.
1738,00001000,C5,160,150.
1751,00001000,C5,160,150.
1763,00001000,C5,160,150.
1775,00001000,C5,160,150.
1788,00001000,C5,160,150.
1801,00001000,C5,160,150.
1813,00001000,C5,160,150.
1825,00001000,C5,160,150.
1838,00001000,C5,160,150.
1850,00001000,C5,160,150.
1865,00001000,C5,160,150.
1878,00001000,C5,160,150.
1890,00001000,C5,160,150.
1902,00001000,C5,160,150.
1914,00001000,C5,160,150.
1927,00001000,C5,160,150.
1947,00001000,C5,160,150.
1959,00001000,C5,160,150.
1972,00001000,C5,160,150.
1984,00001000,C5,160,150.
1996,00001000,C5,160,150.
2009,00001000,C5,160,150.
2021,00001000,C5,160,150.
2033,00001000,C5,160,150.
2045,00001000,C5,160,150.
2058,00001000,C5,160,150.
2070,00001000,C5,160,150.
2082,00001000,C5,160,150.
2095,00001000,C5,160,150.
2110,00001000,C5,160,150.
2122,00001000,C5,160,150.
2135,00001000,C5,160,150.
2147,00011000,R2,130,180,C1,160,180.
2200,00011000,C1,160,180.
2212,00011000,C1,160,180.
2225,00011000,C1,160,180.
2237,00011000,C1,160,180.
2250,00011000,C1,160,180.
2263,00011000,C1,160,180.
2275,00011000,C1,160,180.
2287,00011000,C1,160,180.
2299,00011000,C1,160,180.
2312,00011000,C1,160,180.
2324,00011000,C1,160,180.
2336,00011000,C1,160,180.
2349,00011000,C1,160,180.
2361,00011000,C1,160,180.
2373,00011000,C1,160,180.
2397,00011000,C1,160,180.
2409,00011000,C1,160,180.
2421,00011000,C1,160,180.
2434,00011000,C1,160,180.
2446,00011000,C1,160,180.
2458,00011000,C1,160,180.
2470,00011000,C1,160,180.
2483,00011000,C1,160,180.
2495,00011000,C1,160,180.
2507,00011000,C1,160,180.
2520,00011000,C1,160,180.
2532,00011000,C1,160,180.
2545,00011000,C1,160,180.
2557,00011000,C1,160,180.
2570,00011000,C1,160,180.
2582,00011000,C1,160,180.
2594,00011000,C1,160,180.
2607,00011000,C1,160,180.
2619,00011000,C1,160,180.
2634,00011000,C1,160,180.
2647,00011000,C1,160,180.
2659,00011000,C1,160,180.
2671,00011000,C1,160,180.
2683,00011000,C1,160,180.
